"log_IC50, mM","log_CC50, mM",log_SI,yj_AvgIpc,yj_BCUT2D_CHGHI,yj_BCUT2D_CHGLO,yj_BCUT2D_LOGPHI,yj_BCUT2D_LOGPLOW,yj_BCUT2D_MRHI,yj_BCUT2D_MRLOW,yj_BCUT2D_MWHI,yj_BCUT2D_MWLOW,yj_BalabanJ,yj_BertzCT,yj_Chi2v,yj_EState_VSA1,yj_EState_VSA11,yj_EState_VSA2,yj_EState_VSA3,yj_EState_VSA4,yj_EState_VSA5,yj_EState_VSA8,yj_FpDensityMorgan1,yj_FpDensityMorgan3,yj_Kappa3,yj_LabuteASA,yj_MaxAbsEStateIndex,yj_MaxPartialCharge,yj_MinAbsEStateIndex,yj_MinEStateIndex,yj_MinPartialCharge,yj_MolLogP,yj_NumAromaticHeterocycles,yj_PEOE_VSA6,yj_PEOE_VSA7,yj_PEOE_VSA8,yj_PEOE_VSA9,yj_SMR_VSA6,yj_SPS,yj_SlogP_VSA3,yj_SlogP_VSA4,yj_SlogP_VSA7,yj_VSA_EState1,yj_VSA_EState3,yj_VSA_EState4,yj_VSA_EState5,yj_VSA_EState6,yj_VSA_EState7,yj_VSA_EState8,yj_VSA_EState9,yj_fr_Al_COO,yj_fr_Al_OH_noTert,yj_fr_ArN,yj_fr_Ar_NH,yj_fr_C_S,yj_fr_Imine,yj_fr_NH1,yj_fr_NH2,yj_fr_Ndealkylation2,yj_fr_aldehyde,yj_fr_allylic_oxid,yj_fr_amidine,yj_fr_bicyclic,yj_fr_furan,yj_fr_imidazole,yj_fr_imide,yj_fr_methoxy,yj_fr_oxazole,yj_fr_oxime,yj_fr_thiazole,yj_qed
0.7951409887051732,2.244233519824592,1.449092531119419,1.8915386319897873,12945.927537315329,-12.564708481201066,781.4574716506957,-102.16978801630066,0.2879924492732221,0.2015421565916401,0.4019616910925132,1278253.0077853396,0.8072860750403682,12.580088980879392,2.533406188431582,-0.0,-0.0,0.0,5.994706870402859,7.871106475250657,7.0438320488141315,7.583843887047699,0.8467444444901003,8.119410006336125,1.1425357980760582,3.631029892729719,44.249735322791544,0.03943545242930381,0.18917783693687554,0.47415945828942924,-0.41815714606179266,9.11541452931033,-0.0,12.865574760829062,24.377831113321626,12.727205141992949,0.0,3.358778331438274,11.522757282717347,0.0,7.068178001174053,-0.0,0.0,-0.0,4.128174550750899,2.2701346861381806,0.0,15.573456172012142,4.495329494036849,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10797235681637836,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.5183818794615498,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6701053631365806
-0.1124776434309128,0.7326203965833441,0.8450980400142569,1.8915386319897873,13396.387197752161,-13.179288986265444,801.006823185972,-123.5437514208722,0.2878056785438378,0.12347881232291735,0.40197162897793065,1269231.5639156103,0.7642882830282254,12.016204004926278,2.576388206479224,-0.0,-0.0,0.0,5.994706870402859,7.683528089125724,7.535507622580747,8.413034203971142,0.7890240035713497,7.588471752051204,1.170727215168537,3.634553630188172,25.562114860835027,0.012951823027840153,0.21395955267107408,0.7000551046384602,-0.45681809618512537,7.738412293416624,-0.0,12.865574760829062,29.534009799905295,6.130427499026584,0.0,3.358778331438274,11.875836815596845,0.0,7.068178001174053,-0.0,0.0,2.146807230764737,1.9629533960555956,2.5000801815346754,1.0342267436757584,16.678106829126733,4.581856247181743,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.34480196227084026,-0.0,-0.0,-0.0,-0.0,-0.0,1.5183818794615498,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.7787279757734518
2.349877115555938,2.2072096119872064,-0.14266750356873156,1.918170356552543,15229.677127968122,-14.202252139108886,831.4150435061239,-147.91751971195595,0.28780040770183196,-0.7880736643709465,0.4019948840374088,1262898.7564101885,0.8347680557357068,12.7522050630464,2.7705507540813357,-0.0,-0.0,0.0,5.994706870402859,7.683528089125724,7.836887119336118,9.56926075721911,0.718637637113133,5.876576067742888,1.2426639133869226,3.699587281102557,10.972119164633634,0.09831306428662566,0.2151830534177562,0.7153577955300071,-0.4812116500185319,9.126947843190973,-0.0,11.03028455368997,24.377831113321626,9.741936836541862,10.689321182593993,5.276675504680953,11.406356585877996,0.0,7.068178001174053,-0.0,1.3435295376368166,-0.0,1.9890924903385194,2.5255249408654223,1.129155773405782,17.12832587909836,4.657332084295448,6.520381568549111,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.5183818794615498,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.35327734079772316
0.23188337378770144,2.0328429166610515,1.8009595428733502,1.903457944897595,12945.814959867008,-12.562393632928384,781.4730018988927,-102.13774513815925,0.2879924463327865,0.20157402117961698,0.4019616216564426,1278275.1587126402,0.785107682502857,12.6609467778699,2.5593726473102185,-0.0,-0.0,0.0,5.994706870402859,7.871106475250657,7.293648613671801,7.583843887047699,0.8107703042329494,7.951780731191997,1.2103387424392564,3.647886252330109,44.31282772406213,0.039435443049767024,0.18989354474296716,0.4790724933139683,-0.4181571461309043,9.680087159518724,-0.0,13.702836729768537,24.377831113321626,12.727205141992949,0.0,3.358778331438274,11.35493147970481,0.0,7.068178001174053,-0.0,0.0,-0.0,4.144085209259063,2.2778475610143887,0.0,17.386317700708805,4.499260956198391,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10797235681637836,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.5183818794615498,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.5815555755201206
2.0299173146730594,2.143860666979896,0.11394335230683679,1.9679576339451337,13010.10497256486,-12.552134085799478,786.8258872520996,-101.63290128242645,0.28799571459666784,0.20176478195743835,0.4019622753591586,1278185.3268241556,0.79339141155933,14.68904154622267,2.6427517793229724,-0.0,-0.0,3.937326804374619,4.103756597933097,8.702280174025061,6.915010314495533,10.691529939139405,0.7776304459775067,7.182603854178394,1.223424100521594,3.723281196196795,45.348061716294445,0.06444654688151057,0.15843053769802484,0.3126908677256075,-0.35134350849630547,12.047110338949352,-0.0,14.32542326560997,30.565396854509466,9.34373923145214,4.547184172855152,0.0,10.480649130007963,2.841679552037905,7.068178001174053,-0.0,0.0,-0.0,7.342726989517302,2.030015977190864,4.145311477747516,9.847200821740671,4.18992374752765,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10797235681637836,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.5183818794615498,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.697437647058167
1.1771874978348635,1.4782174934988448,0.3010299956639812,1.7943562967745845,12678.422455392203,-12.550650857147065,771.5311876566366,-101.62715029701927,0.2879944352810323,0.20178080263452328,0.40196159814002197,1278200.5077835703,0.9767262749259159,13.508246892507923,2.2375697501914042,-0.0,-0.0,2.6238575419539543,2.704207595181418,7.644630065865692,5.652798703518067,8.764750496107979,1.414286366354822,27.42988784202017,1.1073237606844133,3.5639766891783964,58.258443519732936,0.06444654688151057,0.16085169331078297,0.32271980424377883,-0.6401521972125215,7.208893975638192,-0.0,11.554356397699037,24.00868722797009,7.716763814085575,2.945374479351466,2.261302226078905,9.065491745763293,2.841679552037905,4.9944639877162915,-0.0,0.0,-0.0,9.688191146727801,0.9244214484152267,4.041984080930226,5.251112451257851,2.9073944993723853,0.0,-0.0,-0.0,0.010454525274894154,-0.0,-0.0,0.10780051657524192,-0.0,0.08590765131934582,-0.0,-0.0,-0.0,-0.0,1.055662053794539,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.5374836169125508
1.2766494251674152,1.163140150339897,-0.11350927482751806,1.9983975702567676,15438.106653422708,-14.108994017919276,837.0857235617533,-149.07193150051478,0.28789924987753646,0.07478727462386693,0.40199530055501514,1262601.3375368284,0.8034259360322532,14.80653948060081,2.8363289934970393,-0.0,-0.0,0.0,7.519274121705166,8.285851120010369,6.912973138150421,12.000159850732425,0.7211304007385053,5.847771778888088,1.27022371736778,3.7787106401954587,10.623371542721724,0.13896719048979583,0.19760185638086203,0.5368558367002173,-0.417293549562926,11.637672602528554,-0.0,14.32542326560997,27.907462044563555,9.741936836541862,9.230634057218344,4.588757930222534,10.489065870568663,2.841679552037905,7.068178001174053,-0.0,1.1711649069240793,-0.0,6.211015046939792,2.272560395217725,4.413693983979737,10.757684596708758,4.27768789363335,6.337241183670158,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.5183818794615498,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.4793332221996692
1.4589864559360117,1.3728003083197282,-0.08618614761628333,1.8686547997349185,11624.454373909179,-15.050332737377119,701.818095969944,-144.58996287465146,0.287972708081081,-0.13505695520443312,0.40203822711057224,1119698.7805551128,0.6799716189951522,15.789860040614407,2.945980935758411,-0.0,-0.0,7.03548594726777,6.278642915315128,16.74217711713115,6.225648642954811,11.293609707449667,0.7901437200331198,9.251722632136703,1.6163082673767892,3.893281865098528,465.263478554767,0.2454921647519733,0.06680838390529735,-0.25852378719669405,-0.5439145684456965,14.663568498200314,-0.0,20.31442128361285,36.20059948769211,6.484776838459461,4.415028241837925,3.358778331438274,9.573138643269145,6.699457082862975,5.832902030970924,-0.0,0.0,2.0153564968009623,6.904901075129723,3.326145660403471,3.7591886888175403,19.574056183725833,4.865035861186139,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.34480196227084026,-0.0,-0.0,-0.0,-0.0,-0.0,1.8138650987645444,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2801855021915296
1.6994654052284843,2.1867000544323045,0.4872346492038205,1.9054763064401683,11683.555769350687,-15.046990890296577,706.5572061446646,-141.28845177230326,0.2879953252286135,-0.12966952253181296,0.402038232830637,1119646.7586816887,0.6626241348251414,17.078756327417363,3.0023604063988425,2.1051388027287694,-0.0,5.808009574167637,6.278642915315128,15.33487045860381,6.135720242615451,13.28234798521475,0.7169335178354264,8.033800686529203,1.608337103712053,3.9353021375247876,494.81628452605895,0.25063182370957815,0.018289974668323845,-0.33666759360449194,-0.48129301305430583,17.762577278125725,-0.0,20.756530436605896,41.40401045556598,5.874100668761916,4.415028241837925,3.060400054827311,9.17091572756036,7.267189300072385,5.832902030970924,-0.0,0.0,2.0045038435944282,9.496715293345373,2.6339941712361408,5.225341862660315,13.115068502408713,4.668240371039593,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.34480196227084026,-0.0,-0.0,-0.0,-0.0,-0.0,1.8138650987645444,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.23409049844353086
0.8062374204665714,2.6030429458474345,1.7968055253808632,1.9679576339451337,13011.149562880679,-12.551809583821532,787.2666833621171,-101.62810749366326,0.28799574646456816,0.2017648189252145,0.402054048425831,1278209.8016748407,0.79339141155933,14.711270784949477,2.614447665971614,-0.0,-0.0,3.937326804374619,4.103756597933097,11.375876969575971,5.714743256050804,9.328830170222984,0.7776304459775067,7.182603854178394,1.2152878784329109,3.7205763507432557,67.299950596002,0.1333794994575082,0.1477285176257882,0.27220649408791336,-0.7835907990154845,12.349452709699902,-0.0,11.03028455368997,31.910540204872444,9.34373923145214,4.547184172855152,0.0,10.46131939877247,0.0,7.068178001174053,-0.0,2.1797657944702884,-0.0,5.077945380302964,4.741621110483481,3.9996037231102775,8.513726128908923,4.171733426103055,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10797235681637836,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.5183818794615498,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.7233870690734199
